text_news,class
"Britain has proposed a loosening of rules on stock market listings by state companies, just as the London Stock Exchange is trying to win the IPO of Saudi Arabian oil giant Saudi Aramco, a potentially huge but controversial prize.The new rules proposed by Britain’s financial watchdog would create a new listing category for companies controlled by sovereign states and come as exchanges around the world are vying to win the Aramco listing, which is expected to be the largest initial public offering (IPO) ever.But the Financial Conduct Authority (FCA) proposals are likely to spark criticism from British fund managers, who have already expressed concerns about Aramco’s governance.British asset management body the Investment Association said in May that it was concerned that Aramco would be granted exemptions that could weaken the influence of minority shareholders.Reuters reported earlier this year that the London Stock Exchange Group was working on a new type of listing structure that would make it more attractive for Aramco to join the bourse.The proposals come as the government and City of London are trying to keep Britain’s financial markets attractive to international investors and companies after the country leaves the European Union.The FCA said on Thursday it is proposing a new “premium” stock market listing category that will exempt companies controlled by sovereign states from certain requirements.“Refining the listing regime in this way would make UK markets more accessible whilst ensuring that the protections afforded by our premium listing regime are focused and proportionate,” FCA chief executive Andrew Bailey said.Bridging the GulfUnder the FCA’s proposals, sovereign-controlled companies will be able to obtain a “premium” listing on the London Stock Exchange without complying with certain rules on related party transactions and controlling shareholders.The changes are likely to make Britain’s stock market more attractive to state-controlled companies just as several Gulf countries are considering listing part of their oil assets. Aside from Saudi Arabia, Oman and Abu Dhabi have also said they might float part of their state oil businesses.At present companies which do not meet Britain’s “premium” listing requirements have to take a standard listing. These are seen as less attractive as they have lower corporate governance requirements, do not qualify for entry into most stock indices and have connotations of being second best.To qualify for a premium LSE listing at the moment, a shareholder that controls more than 30 percent of a company has to enter into a legally binding arrangement to ensure that transactions between the company and the controlling shareholder will be conducted at ‘arms length’ and on commercial terms.The listed company also has to obtain prior approval from independent shareholders before entering into a deal with a ‘related party’ with a major shareholder.The FCA said it believed controlling sovereign owners tend to act differently from private ones so it was legitimate to grant them exemption to these requirements.“Sovereign owners tend to be different from private sector individuals or entities in both their motivations and their nature,” it said in its consultation paper.“We believe that investors and the market are sufficiently able to assess the additional risks arising from sovereign ownership”.The FCA has set a deadline of Oct 13 for comment on the proposals, which are part of a wider review it is undertaking into Britain’s listing rules but were brought forward because it said it thought there was a gap in its current rules.",pos
"Saudi Aramco has received bids for more than 10 times the $10 billion it was expected to raise in a debut international bond issue, with the world’s largest oil producer due to set the price of its bonds later on Tuesday.Initially, the six-part deal had been expected to be at least $10 billion in size, but a source familiar with the situation said that orders have topped $100 billion.The first-ever debt issuance from Aramco has sparked massive global interest, with the move offering investors greater visibility into the financial performance of the world’s most profitable company. The offering comes ahead of plans to list a portion of Aramco on international stock markets in about two years.Saudi Arabia’s state-controlled energy giant is marketing a landmark U.S. dollar denominated debt issue split into six tranches, with maturities ranging from three to 30 years.“Everyone knew the size was going to be big but what is worth highlighting is that the quality is impressive — much better than the market had been expecting,” Mohieddine Kronfol, chief investment officer of Global Sukuk and MENA Fixed Income at Franklin Templeton Investments, told CNBC via telephone on Tuesday.It is a “high quality and low-risk offering” which offers market participants a chance to take a serious look at a country which has historically been underweight on investment portfolios, Kronfol said.Before opening the books on Monday, Aramco’s debut international bond sale had already attracted over $30 billion in demand, Saudi Energy Minister Khalid al-Falih said Monday, while speaking at the inaugural Gulf Intelligence Saudi Arabia Energy Forum in Riyadh.Market participants were thought to be so keen to buy the bonds, they were willing to risk ending up getting a lower return than on Saudi sovereign debt, Reuters reported, citing people familiar with the matter.Aramco is marketing the new bonds at a price in line with Saudi government bonds.Earlier this month, Aramco received an “A+” rating from Fitch and an “A1″ rating from Moody’s in its first ever credit ratings, following 2018 earnings that dwarfed those of international oil majors.Saudi Arabia has already seen formidable success in its recent tapping of the bond market: It issued $7.5 billion in sovereign bonds in January which drew an impressive $27 billion in orders.Saudi Arabia has “A1” and “A+” ratings from agencies Moody’s and Fitch, respectively, a sign of reliability and low risk for investors.The bond issue, announced last week, is also thought to be designed to help raise funds for a down payment on the oil giant’s $69.1 billion purchase of a majority stake in Saudi petrochemicals firm Sabic.It also comes around six months after the murder of Jamal Khashoggi in the Saudi consulate of Istanbul. Intelligence agencies in the U.S. have since concluded the Saudi crown prince ordered the killing of Khashoggi.Riyadh denies that Saudi Crown Prince Mohammed bin Salman was involved in the murder.Khashoggi’s killing sparked concerns that international investors would shun the kingdom, but bond buyers do not appear ready to overlook an investment opportunity in Saudi Arabia — the world’s largest oil exporter.“It gives some impetus or renewed credibility to the reform agenda in Saudi Arabia, especially after a fairly challenging 2018,” Kronfol said.The bond sale also brings the idea of Aramco’s initial public offering (IPO) “back on the table,” he added.Aramco has postponed its long-awaited stock market debut several times and now expects to list shares in 2021. The IPO is looking to drum up cash for a government that aims to significantly reduce its budget deficit and underwrite an ambitious plan to diversify its economy beyond oil.— CNBC’s Natasha Turak  and Tom DiChristopher contributed to this report.",pos
"* Flagship forum to showcase Saudi future away from oil* Diversification slow to take off as investors remain wary* More participants expected than last year’s event* Aramco IPO still biggest attractionDUBAI, Oct 24 (Reuters) - Wall Street’s heavy hitters are back in Saudi Arabia but the terms of engagement have changed.The CEOs of Citigroup and Credit Suisse, as well as the heads of fund managers BlackRock and BlackStone will be among those gathering in Riyadh next week for a glitzy investment conference, an event not attended by top financiers last year after the murder of Saudi journalist Jamal Khashoggi.SoftBank founder and CEO Masayoshi Son will also attend the Oct 29-31 conference, two people familiar with the matter said, as the Japanese company seeks to raise funds for a second technology fund. The Saudi sovereign wealth fund contributed $40 billion to Softbank’s first technology fund.But the buzz around the Future Investment Initiative (FII) has faded since the conference was first launched in 2017, when it was heralded as Davos in the desert, a nod to the annual gathering of world leaders and corporate bosses in the Swiss Alps.Then, Saudi Arabia was being feted for its investment opportunities and Crown Prince Mohammed bin Salman was hailed as a force for change.Now, fallout from Khashoggi’s killing and the stop-start process towards the long-awaited stock market listing of state-run energy giant Saudi Aramco have shifted the mood.“It’s not seen as a must-do event like Davos,” said one banker at an international bank.The country has struggled to lure foreign investment to fund projects outside the oil sector, including manufacturing, meant to create millions of jobs for Saudis, as investors hesitate over the commercial viability of projects and Riyadh’s human rights record.Proceeds from Aramco’s initial public offering will boost the Saudi wealth fund’s ability to back domestic mega-projects including the $500 billion futuristic city NEOM, announced at FII in 2017.But there has been little progress on NEOM so far other than construction of royal palaces and an airport. A NEOM company spokesman said it continues to engage with a “wide range of potential foreign and local investors”.Saudi Arabia has managed to sign some multi-billion dollar deals last year at the conference, but it was Aramco that clinched most of them.“Signing commercial agreements is great for PR, but what Saudi Arabia really needs is for many of its national development initiatives to move from the conceptual stage to implementation with foreign, private-sector partners,” said Robert Mogielnicki, resident scholar at Washington-based Arab Gulf States Institute.ARAMCO’S ALLUREAramco’s IPO, for which Prince Mohammed is seeking a $2 trillion valuation, remains the biggest draw in Saudi Arabia for investors.The company was due to announce plans on Oct. 20 for an initial 1%-2% flotation on the Saudi stock market, a listing that could be the biggest ever depending on the valuation.But this has been delayed. An adviser told participating banks that Aramco wanted to wait until its third-quarter results were published to bolster investor confidence following attacks on the company’s plants last month which halved Saudi Arabia’s crude output.Sources also told Reuters more time was needed to lock in cornerstone investors for the listing.The country’s privatisation drive looks far from reaching a target of 35-40 billion riyals ($9.33 billion-$10.66 billion) in non-oil state revenues by 2020 based on deals so far.A spokesman for Saudi National Center for Privatization & PPP said five public-private partnership infrastructure deals were closed since last December that involve more than 13 billion riyals in new investment in the next two to three years.“The opportunities to date are largely in listed equities and direct investment, and the privatisation or IPOs have been limited to the oil and gas sector,” said Richard Segal at Manulife Investment Management.Prince Mohammed has courted Silicon Valley with visits to companies including Facebook and Microsoft in 2016 and 2018. He has not visited a Western capital since Khashoggi was killed.Apple and Amazon were in talks in 2017 to set up a presence in Saudi Arabia, sources said at the time, but no deals have emerged.Asked if they would attend next week’s conference, Facebook and Apple declined to comment. Google and Amazon did not respond to a request to comment.The CEO of German conglomerate Siemens will not attend due to other commitments, a company spokesman said. South Korea’s Samsung will be represented by its CEO and will sign a memorandum of understanding with Saudi entertainment resort Qiddiya at the event, Qiddiya said.The White House, which has resisted pressure to punish Riyadh over human rights abuses citing its strategic importance, is sending its U.S. energy and treasury secretaries Rick Perry and Steven Mnuchin and senior adviser Jared Kushner.While last year’s event was dominated by leaders from Asian and Arab countries, next week’s gathering will include Brazil’s president Jair Bolsonaro and India’s Prime Minister Narendra Modi.David Malpass, the head of the World Bank - which did not attend last year - will also be there.“FII may be an immediate reality check, but the real test of investor confidence in Saudi Arabia will involve a longer-term assessment of foreign direct investment trends, commercial regulations, and transparency measures,” Mogielnicki said.($1 = 3.7507 riyals)(Additional reporting by Alexander Cornwell and Hadeel Al Sayegh in Dubai, Stanley Carvalho in Abu Dhabi, David Lawder in Washignton, Pamela Barbaglia in London, Sam Nussey in Tokyo; Editing by Ghaida Ghantous/Carmel Crimmins/Jane Merriman)",pos
"(Adds Putin quotes)BRASILIA, Nov 14 (Reuters) - Russian President Vladimir Putin said on Thursday that Saudi Arabia was taking a tough stance on the output deal between OPEC and its allies because of Saudi Aramco’s initial public offering, but that Moscow respected Riyadh’s interests.Speaking to reporters in Brazil at a summit for BRICS countries, Putin said Moscow should continue to work with OPEC and that cooperation should not only be on oil production cuts.OPEC, Russia and other oil producers have since Jan. 1 implemented a deal to cut output by 1.2 million barrels per day. In July, the alliance renewed their pact until March 2020. They are set to meet for policy talks on Dec. 5-6.“We have really constructive dialogue with OPEC,” Putin said. “We understand that the tough stance, including from our friends from Saudi Arabia, is linked to the Saudi Aramco <IPO-ARMO.SE> IPO. Everybody understands this. It’s an open secret.”Saudi Arabia’s giant state oil company kick-started its IPO earlier this month and is set to start a share sale on Nov. 17 in an initial public offering (IPO) that may raise between $20 billion and $40 billion.(Reporting by Vladimir Soldatkin and Gabrielle Tétrault-Farber; writing by Tom Balmforth; editing by Giles Elgood)",neg
"Saudi Aramco’s expected listing is widely predicted to be the world’s largest, and the global competition for the prestigious event is breaking out from boardrooms and into the public.Speaking to CNBC Wednesday, Hidetoshi Nagata, who heads new listings for the Tokyo Stock Exchange, made his case for Saudi Aramco, and said he believed the energy behemoth could opt for a listing in Japan.“We have met with Aramco’s people last year. We believe that they are quite interested in TSE,” he said, adding that representatives first met with the Saudi Ministry of Energy last October.Saudi Arabia is aiming to sell as much as 5 percent of Saudi Aramco with listings on both the Saudi stock exchange and at least one international market, Reuters reported recently, adding that the sale was expected to raise as much as $100 billion.That’s set off a horse race among global stock exchanges, with commentators naming a variety of cities — including Hong Kong, Singapore, New York, Toronto, London and Tokyo — as potential locations for the listing.Arun Kant, chief executive and chief investment officer at Singapore-based investing firm Leonie Hill Capital, told CNBC that his proprietary artificial intelligence (AI) system was predicting a 55 percent chance that the company would choose to list on the New York Stock Exchange. That was followed, he said, by a 30 percent chance for London, a 10 percent chance for Toronto, and 5 percent for Hong Kong.“Our model shows that because of market liquidity needs and keeping (President Donald) Trump happy, they are going to list the biggest IPO in the U.S.,” Kant said in an email to CNBC.Tokyo, Kant added, would likely be deemed too risky for the Saudis because of uncertainties about the yen.Still, Saudi Arabia’s King Salman is scheduled to visit Japan beginning March 12, and Aramco representatives are expected to be part of his delegation.“We would like to show the benefit [to Aramco] of listing on a global exchange. We have access to many individual investors and a successful track record of large fund-raising like Japan Post,”  Nagata said.“We have a deep investor base,” Nagata continued. “Aramco can raise huge funds, we’re the third largest by market cap, we’re also a global exchange, we have many top tier companies listed on our First Section. Institutional investors occupy half the trading base.”The Tokyo Stock Exchange official added that there are many high-net worth individual investors in Japan who could be attracted to an Aramco IPO on a local exchange.“We are confident we have high liquidity compared to other Asian stock exchanges like Singapore and Hong Kong,” he added.Singapore’s exchange, he said, is popular for derivatives, but less so for cash equity listings. And as for Hong Kong, Nagata said that exchange may boast China-based institutional investors, but it has fewer individual investors than Tokyo.Speaking with CNBC this week, HKEX CEO Charles Li made his own pitch for Aramco, saying an IPO in Hong Kong would be a “match made in heaven” because of a distinct value proposition.“We do bring very unique, very competitive proposition and value to that, both in terms of Hong Kong being an English common law jurisdiction, widely accepted by anybody as a listing venue with the most friendly and robust regulatory system,” Li said.“We are also very much an international market and operate completely under international law.”More from Global Investing Hot Spots:A $100 billion global arms race Trump wants to win This is the biggest loser if Trump ignites a trade war with China Saudi Aramco taps JPMorgan, Morgan Stanley for IPO; HSBC a contender No matter what artificial intelligence may be predicting, analysts and experts on the space emphasized that Saudi Aramco had a real decision before it.“I think competition between the key exchanges is very real, but Saudi Arabia will be very selective,” Ayham Kamel, director for Middle East and North Africa at the Eurasia Group, said in an email.“New York and London are the prime targets but the current Saudi leadership is keen on attracting Asian investors.”Both the London Stock Exchange and the New York Stock Exchange declined to comment on Saudi Aramco’s planned listing when contacted for this story by CNBC. Toronto had confirmed earlier that it is in the hunt.Kamel called Tokyo’s hopes of nabbing the listing “a long shot,” but said it was not off the table. Hong Kong, he said, has “complications” because of a minimum free float requirement — for which the Saudis would seek an exemption. Singapore, meanwhile, is “viable” but has weak political linkages, he said.Several others offered similar analysis on the Asian exchanges, including Saxo Bank Chief Economist and CIO Steen Jakobsen, who said Tokyo’s chances are “close to zero” and Singapore’s likelihood was “small.” Jakobsen deemed Hong Kong’s IPO pitch “convincing.”Most interviewed by CNBC, however, said they saw at least one Saudi Aramco listing in the West.“As a multi-bourse listing, Asia has an opportunity to be competitive, but Saudi Arabia is still at the early stages of exploring the viability of an Asia listing,” Kamel said.Multiple international exchanges winning a piece of the listing is certainly a possibility, with several analysts saying such an outcome is the likely course of events.But the tea leaves about Saudi Aramco’s current leanings are apparently a challenge to read, with several well-placed experts telling CNBC that New York is either a complete shoo-in for the listing — or it stands absolutely no chance because of regulation and geopolitical concerns.—CNBC’s Gemma Acton, Leslie Shaffer and Fred Imbert contributed to this report.Follow CNBC International on Twitter and Facebook.",pos
"The Saudi Stock Exchange is gearing up for the initial public offering of state-owned oil company Aramco. “We are doing everything to get ready for Aramco’s listing,” Sarah Al-Suhaimi, chairwoman of the Saudi Stock Exchange, said Tuesday on CNBC’s “Power Lunch.”The exchange, also called Tadawul, has made several changes in the last two years, including spinning off its depository center last year and moving the settlement cycle for trades from the same day to two days, Al-Suhaimi said. “Those were a few of the main requirements for international investors in our efforts to open up the Saudi market for investment, which started in 2015 and have been accelerated especially in the last 12 months,” she said.Aramco, the world’s largest oil company, intended to go public in a major financial city such as New York or London. It was expected to be the largest ever share listing with a valuation of $1 trillion to $2 trillion. But CNBC reported earlier this month that Aramco has delayed plans for any international listing and is now expected to hold its public offering domestically, possibly as soon as the second half of this year, according to sources familiar with the situation. Nasdaq has been particularly close with the Saudi exchange. “We’ve been a technology partner for the Saudi exchange for 20 years,” Nasdaq CEO Adena Friedman also said Tuesday on “Power Lunch.” For the “last two years we’ve really focused on what are the core elements of infrastructure to develop to really welcome in foreign investment.”As for the Aramco IPO’s international ambitions, “we certainly are making sure that we’re well-positioned to be the choice for the kingdom if they make the decision to list outside Saudi Arabia,” Friedman said.— CNBC’s Patti Domm and Tom DiChristopher contributed to this report.",pos
"Indecision over where to list shares of the world’s largest energy company are reportedly playing a major role in holding up what is expected to be the biggest-ever initial public offering.Saudi Aramco, currently a private company owned by the Saudi government, is aiming for an IPO that could raise about $100 billion and attract a valuation in the range of $1 trillion to $2 trillion this year. But the process has dragged on as key aspects of the share sale remain unsettled.The IPO is the centerpiece of Saudi Arabia’s plan to diversify its oil-dependent economy. It also stands to create a huge windfall for the army of bankers and lawyers involved in the offering.However, Saudi officials and outside advisors have warned Crown Prince Mohammed bin Salman that a listing on the New York Stock Exchange, which the powerful royal prefers, would open Aramco to legal threats from shareholders and 9/11 victims, The Wall Street Journal reported on Sunday.Family members of those killed in the World Trade Center attack have long sought to press a legal case against Saudi officials, alleging they shielded some of the attackers.The officials warning on an NYSE listing include Saudi Energy Minister and Aramco Chairman Khalid al-Falih, people familiar with the matter tell the Journal. Falih and other senior officials prefer a listing in London, where they see less legal risk, according to the paper.Saudi Aramco declined to comment on the Journal report.Aramco President and CEO Amin Nasser told CNBC last week that the company is ready to list in 2018, but it is waiting for its sole shareholder — the Saudi government — to make a decision about the listing venue.“It’s about evaluating all the information that is being passed to the government in terms of different markets that we have in terms of listed venues, whether it is in the U.K., or New York or Hong Kong or other markets,” Nasser said.The chances that Aramco will list this year are growing more remote, some of the Journal’s sources say, though some told the paper a 2018 IPO is still possible if Salman makes up his mind soon.The NYSE is at the top of Salman’s list because it comes with access to a huge pool of investors, carries international prestige and could bolster relations with the Trump administration, according to the Journal.President Donald Trump told the Saudis he would appreciate them choosing the NYSE in a November tweet.Other options include listing Aramco solely on Saudi Arabia’s Tadawul stock exchange, along with an investment from one of several countries’ sovereign wealth funds. However, the Journal notes that this would be difficult given the Tadawul’s total market capitalization is just $451 billion, as little as one-half to one-quarter the size of Aramco’s estimated valuation.In a November interview with CNBC, Nasser batted down rumors that Aramco is seeking an investment from China or another nation in lieu of listing on a foreign exchange.One “last resort” option under consideration involves creating a subsidiary that would hold some of Aramco’s upstream and downstream assets, businesses that include exploring for and producing fossil fuels and refining them into fuel and petrochemicals, respectively. That subsidiary would then be listed, protecting the larger company from lawsuits, one person told the Journal.Investment banks tell the Journal the delays risk sparking an exodus of experts from the project. Bankers, lawyers and consultants are growing concerned about their career opportunities and bonuses while shepherding the Aramco IPO to completion.Saudi Aramco recently invited additional banks including Goldman Sachs to the kingdom to pitch for a role in the IPO, Reuters reported earlier this month.Read the full story here.",pos
"Saudi Aramco’s plan to take a portion of its business public next year remains on track, the oil giant’s chief executive Amin Nasser told CNBC in an exclusive interview.Nasser made his comments Sunday following recent reports that the initial public offering for the world’s largest energy company could be delayed into 2019 or shelved in favor of selling private shares to sovereign wealth funds. Saudi Aramco has tried to swat down those rumors, and Nasser denied the reports again in an interview with “Squawk Box” in the command center at Saudi Aramco headquarters in Dhahran.“We have always said that we will be listing in 2018, and to be more specific, in the second half of 2018,” he said. “However, I think journalists and writers — they are expecting more and more information, and we are governed by, you know, certain rules with regard to talking about the IPO and all of that.”“The IPO is on track. The listing venue will be discussed and shared in due course,” Nasser added.Saudi Aramco, the world’s largest oil company, plans to list its shares on the Saudi domestic stock market, the Tadawul, and one or more foreign exchanges. However, it has yet to choose the overseas market, fueling speculation about the kingdom’s plans. The Financial Times reported last month that China was emerging as a front-runner in the possible plan to delay the IPO and sell shares to sovereign wealth funds.Asked directly about the report, Nasser denied it. “Saudi Aramco are not talking, as I said, to the Chinese or others,” he said.“All of that analysis is being reviewed in detail ... to make a decision at a certain stage, and we’re not going to be pushed, you know, by a journalist saying this needs to be talked about or not.”The IPO for roughly 5 percent of the company is widely expected to be the largest in history. Saudi officials have said Aramco could attract a $2 trillion valuation, though others forecast the offering will value the company at $1 trillion to $1.5 trillion. In any case, investment banks tapped to handle the transaction stand to reap a huge windfall.The share sale is also critical to Saudi Arabia’s economic future. The kingdom aims to raise about $100 billion to underwrite Crown Prince Mohammed bin Salman’s efforts to diversify the nation’s economy through a plan called “Vision 2030.”Nasser believes Saudi Aramco is at the heart of that plan and the kingdom’s transformation. He said the IPO will facilitate key initiatives to grow private business’ share of the economy, create more small- and medium-sized enterprises, boost industrialization and employment and encourage women to join the workforce.Some fund managers recently told CNBC their concerns about the IPO include minority shareholder rights, the transparency of oil reserves, the viability of fossil fuels and how the Saudis will balance national priorities and their duty to shareholders.Saudi oil revenues have historically funded its social spending, a critical aspect of its pact to provide for its citizens and its large royal family. That pact is seen as the key to maintaining relative stability in a region rocked by social upheaval in recent years.Nasser predicted it will be easy to convey to investors how Saudi Aramco’s focus on long-term planning has allowed the company to drive past results. He believes the interests of its sole current shareholder — the government — and its future investors are aligned.“I think both are looking for results,” he said. “Both are going to be looking for a better performance, and I don’t see any issues between our current shareholder and the public that will be participating when we are listed because ultimately we need to deliver better results.”Nasser also addressed the issue of transparency. Some investors have questioned Saudi oil reserves, which have remained roughly constant at about 260 billion to 265 billion barrels since 1989.Saudi Aramco has kept up a robust exploration program, even through the three-year oil price downturn, allowing it to add to its reserves, according to Nasser. He promised that Saudi Aramco will “meet all the requirements of that market in terms of reserve assessment” and other rules of the country where it chooses to list.Ultimately, Saudi Arabia is largely operating in line with its closest peers, the integrated international oil companies like Exxon Mobil and BP, Nasser said.“I can say Aramco has always been run like a publicly traded company,” he said. “If you look at our governance, we have independent board members. Everything that has been done in the company is similar to any international oil company in terms of the way we do business.”",pos
"Oil giant Saudi Aramco is readying what’s set to be the biggest initial public offering ever. But as it turns out, investors might not be all that interested.In fact, fund managers told CNBC that the Saudi energy behemoth — the valuation of which has seen estimates from $1 trillion to $2 trillion — comes up short for all three basic tests investors apply to potential IPO investments: growth, an attractive dividend and solid corporate governance.Saudi Arabia, which plans to float 5 percent of the state-owned oil giant, may earmark the lions’ share of the issue to strategic investors, reportedly from China, if the response from the broader market seems lukewarm.The initial signals don’t look positive.Even portfolio managers with a reasonably bullish view on the price of oil are thinking twice about buying into Aramco because of uncertainty about the true extent of the company’s — and effectively the Kingdom’s — oil reserves.“That’s going to be the biggest hurdle. What are we buying?” said Kunal Ghosh, portfolio manager of global emerging markets at Allianz Global Investors who manages $2.1 billion. “For the last 100 years there’s never been a published number that’s validated. My enthusiasm for the IPO is very low.”Though Ghosh said he believed a higher price environment for oil may support the valuation during the initial stages when Aramco does come to market, the perceived lack of transparency over reserves and what’s seen as weak corporate governance stemming from decades of state control represent longer-term structural hurdles for many investors.“When I’m buying an oil company, I’m doing it because I have a view on the commodity, a view on reserves and a view on the management and their respect for my view as a minority shareholder,” Ghosh told CNBC on Thursday.“Saudi Aramco has been a private company for decades, and needs a change of mindset,” Ghosh added. “Until there’s a change of mindset, it will keep us on the sidelines. What multiples it will get for its reserves and earnings will be determined by their corporate governance.”To be sure, Aramco is in the process of attempting to answer the markets’ questions.The company has appointed international auditors to independently assess its massive oil reserves, a process that’s expected to be completed by the end of the year. The result of that audit — and whether it undershoots or overshoots the official Saudi figure of over 261 billion barrels — will have a direct impact on the all-important valuation.“In Saudi, they have done some verification in some small areas, but the full verification will take several years and will take time,” said Fereidun Fesharaki, founder of energy consultancy, FACTS Global Energy. “However, based on the crude production capability, I think they may have more reserves than they said.”How Aramco handles the transition from national oil company to one answerable to shareholders, though in a minority, will be closely watched by the market.Offering only 5 percent of the company “means investors are a very small minority and minority rights might be subordinated to national interests,” said Bryan Goh, chief investment officer at private bank Bordier & Cie in Singapore. “Aramco is not just an oil and gas company, it’s the sovereign wealth fund and economic and social development fund of Saudi Arabia. We can’t be confident that the company will be managed from a purely commercial perspective.”Beyond questions of corporate priorities, many fund managers are also concerned that Aramco’s business model simply won’t stand up over the longer term as the rise of renewable energy undermines the future growth prospects for traditional oil and gas producers.“It’s a bit like asking if you would buy Ford if it was to IPO tomorrow. Unlikely. Its day in the sun has passed,” said Warren Gilman, chairman and CEO of CEF Holdings.Thomas Hugger, founder and CEO of fund manager Asia Frontier Capital, added: “We are not really bullish on the oil price due to the strong push by China to reduce the air pollution. However, each investment has its price and if the valuation is very attractive (which I doubt) it could be worth an investment.”One route that may enable Saudi Aramco to pull in buyers for its shares could be inclusion into the MSCI Emerging Markets Index, but would investors buy Aramco on a stand-alone basis?“Maybe not,” said Michael Preiss, a Singapore-based portfolio strategist at Taurus Family Office with $1.9 billion of assets under advisory. “It may be part of the (MSCI EM) Index, so you’ll be forced to buy it.”And in a world that’s shifting away from fossil fuels, Aramco is “a bit backward looking,” Preiss said. “It’s more of a sunset industry. The Saudis are realizing it’s the end of the cycle.”Still, Aramco has its supporters.“We need to see how they manage the governance but there’s no doubt that everybody around the world is going to be interested in looking at Aramco,” said Robert Thummel, managing director and portfolio manager at Tortoise Capital Advisors, which handles $16 billion in energy-related assets.He pointed to its “massive reserves and the low-cost nature of production.”",pos
"Saudi Energy Minister Khalid al Falih expects robust demand for state oil giant Saudi Aramco’s first-ever bond issuance, the deal for which is expected to close on Wednesday.Demand for the bond should be “north of” $30 billion, al Falih said while speaking at the inaugural Gulf Intelligence Saudi Arabia Energy Forum in Riyadh on Monday.Saudi Arabia’s state-controlled energy giant Aramco plans to tap bond markets this week, marking the first-ever debt issuance from the world’s largest oil firm and enabling greater visibility into its financial performance.Initial media reports put the Aramco bond issuance amount at $10 billion, which sources have told CNBC is “reasonable as a minimum.”The move is designed to help raise funds for a down payment on the oil giant’s $69.1 billion purchase of a majority stake in Saudi petrochemicals firm Sabic.Aramco, the world’s top oil producer, earlier this month received an “A+” rating from Fitch and an “A1″ rating from Moody’s in its first ever credit ratings, following 2018 earnings that dwarfed those of international oil majors.Saudi Arabia has already seen formidable success in its recent tapping of the bond market: It issued $7.5 billion in sovereign bonds in January which drew an impressive $27 billion in orders. Saudi Arabia has “A1” and “A+” ratings from agencies Moody’s and Fitch, respectively, a sign of reliability and low risk for investors.—Reuters contributed to this report.",pos
